"zip","County","Year","New","Renewed","Insured-Initiated Nonrenewed","Insurer-Initiated Nonrenewed","percent_insurer_nonrenewed","pct_major_fire_risk","pct_severe_fire_risk"
90254,"Los Angeles",2018,450,4938,358,63,"1.08",0,0
90254,"Los Angeles",2019,447,4971,363,60,"1.03",0,0
90254,"Los Angeles",2020,486,4978,395,53,"0.9",0,0
90254,"Los Angeles",2021,550,4962,510,76,"1.25",0,0
90262,"Los Angeles",2015,796,7636,514,164,"1.8",0,0
90262,"Los Angeles",2016,810,7765,503,163,"1.76",0,0
90262,"Los Angeles",2017,801,7856,513,148,"1.59",0,0
90262,"Los Angeles",2018,768,7882,547,172,"1.84",0,0
90262,"Los Angeles",2019,836,7966,604,185,"1.93",0,0
90262,"Los Angeles",2020,694,7988,506,179,"1.91",0,0
90262,"Los Angeles",2021,839,7883,571,282,"2.95",0,0
90265,"Los Angeles",2015,531,4421,426,157,"2.84",84.8,27.7
90265,"Los Angeles",2016,585,4356,424,194,"3.49",84.8,27.7
90265,"Los Angeles",2017,517,4414,389,114,"2.1",84.8,27.7
90265,"Los Angeles",2018,499,4410,376,103,"1.91",84.8,27.7
90265,"Los Angeles",2019,575,4228,411,220,"4.05",84.8,27.7
90265,"Los Angeles",2020,696,4102,526,278,"4.96",84.8,27.7
90265,"Los Angeles",2021,762,3808,511,442,"8",84.8,27.7
91745,"Los Angeles",2015,1294,12178,1006,254,"1.72",75.7,35.4
91745,"Los Angeles",2016,1321,12167,1016,246,"1.67",75.7,35.4
91745,"Los Angeles",2017,1368,12166,1056,223,"1.51",75.7,35.4
91745,"Los Angeles",2018,1374,12160,1071,284,"1.91",75.7,35.4
91745,"Los Angeles",2019,1459,12171,1112,331,"2.2",75.7,35.4
91745,"Los Angeles",2020,1362,12247,1011,245,"1.65",75.7,35.4
91745,"Los Angeles",2021,1403,12224,1142,303,"2.01",75.7,35.4
91752,"Riverside",2015,1125,5200,569,198,"2.79",76.7,67
91752,"Riverside",2016,1227,5508,680,202,"2.65",76.7,67
91752,"Riverside",2017,1374,5784,743,213,"2.63",76.7,67
91752,"Riverside",2018,1366,6231,776,200,"2.33",76.7,67
91752,"Riverside",2019,1300,6652,854,240,"2.65",76.7,67
91752,"Riverside",2020,1261,6787,957,166,"1.81",76.7,67
91752,"Riverside",2021,1217,6828,975,268,"2.89",76.7,67
94850,"Contra Costa",2020,1,5,0,0,"0",NA,NA
94850,"Contra Costa",2021,0,6,0,0,"0",NA,NA
94933,"Marin",2015,26,296,15,15,"4.26",0,0
94933,"Marin",2016,29,293,14,9,"2.61",0,0
94933,"Marin",2017,16,304,13,8,"2.35",0,0
94933,"Marin",2018,30,282,23,9,"2.62",0,0
94933,"Marin",2019,36,287,24,11,"3.07",0,0
94933,"Marin",2020,32,295,17,7,"1.99",0,0
94933,"Marin",2021,24,295,17,9,"2.61",0,0
94952,"Sonoma",2015,879,8991,680,186,"1.73",70.3,3.1
94952,"Sonoma",2016,855,9039,596,179,"1.68",70.3,3.1
94952,"Sonoma",2017,837,9114,681,158,"1.46",70.3,3.1
94952,"Sonoma",2018,848,9089,704,136,"1.26",70.3,3.1
94952,"Sonoma",2019,873,9142,664,121,"1.12",70.3,3.1
94952,"Sonoma",2020,815,9185,646,122,"1.13",70.3,3.1
94952,"Sonoma",2021,944,9158,766,135,"1.23",70.3,3.1
94954,"Sonoma",2015,971,10071,757,143,"1.2",86.6,0.2
94954,"Sonoma",2016,916,10119,767,126,"1.06",86.6,0.2
94954,"Sonoma",2017,974,10142,774,113,"0.94",86.6,0.2
94954,"Sonoma",2018,949,10174,759,119,"0.99",86.6,0.2
94954,"Sonoma",2019,998,10280,802,84,"0.69",86.6,0.2
94954,"Sonoma",2020,943,10351,863,95,"0.78",86.6,0.2
94954,"Sonoma",2021,1031,10265,935,143,"1.16",86.6,0.2
94973,"Marin",2015,41,521,27,22,"3.6",0,0
94973,"Marin",2016,65,511,36,18,"2.86",0,0
94973,"Marin",2017,44,537,32,6,"0.97",0,0
94973,"Marin",2018,57,516,40,18,"2.85",0,0
94973,"Marin",2019,64,502,37,20,"3.21",0,0
94973,"Marin",2020,55,511,33,15,"2.44",0,0
94973,"Marin",2021,61,510,42,12,"1.92",0,0
95020,"Santa Clara",2015,1912,12183,1284,243,"1.56",78.5,67.7
95020,"Santa Clara",2016,1730,12704,1192,203,"1.28",78.5,67.7
95020,"Santa Clara",2017,1922,12985,1400,275,"1.66",78.5,67.7
95020,"Santa Clara",2018,1728,13200,1302,225,"1.37",78.5,67.7
95020,"Santa Clara",2019,1677,13437,1262,257,"1.55",78.5,67.7
95020,"Santa Clara",2020,1748,13490,1351,250,"1.48",78.5,67.7
95020,"Santa Clara",2021,1873,13592,1622,296,"1.7",78.5,67.7
92310,"San Bernardino",2015,1,3,0,2,"33.33",0,0
92310,"San Bernardino",2016,1,4,0,0,"0",0,0
92310,"San Bernardino",2017,4,3,0,0,"0",0,0
92310,"San Bernardino",2018,0,5,1,0,"0",0,0
92310,"San Bernardino",2019,2,6,1,2,"18.18",0,0
92310,"San Bernardino",2020,1,2,0,1,"25",0,0
92310,"San Bernardino",2021,0,2,0,1,"33.33",0,0
93223,"Tulare",2015,216,1880,149,57,"2.48",0,0
93223,"Tulare",2016,249,1911,159,56,"2.36",0,0
93223,"Tulare",2017,274,1896,194,84,"3.43",0,0
93223,"Tulare",2018,281,1909,235,63,"2.53",0,0
93223,"Tulare",2019,261,1896,212,60,"2.47",0,0
93223,"Tulare",2020,240,1891,187,62,"2.61",0,0
93223,"Tulare",2021,228,1867,167,66,"2.84",0,0
93225,"Kern",2015,273,2582,287,80,"2.48",99.9,98.1
93225,"Kern",2016,280,2484,258,95,"3.05",99.9,98.1
93225,"Kern",2017,292,2181,227,81,"2.91",99.9,98.1
93225,"Kern",2018,238,2178,175,69,"2.59",99.9,98.1
93225,"Kern",2019,345,2113,201,141,"5.04",99.9,98.1
93225,"Kern",2020,386,2466,334,110,"3.34",99.9,98.1
93225,"Kern",2021,319,2082,306,111,"3.94",99.9,98.1
93239,"Kings",2015,22,108,12,7,"4.7",3.1,0
93239,"Kings",2016,15,108,12,6,"4.26",3.1,0
93239,"Kings",2017,19,110,10,3,"2.11",3.1,0
93239,"Kings",2018,23,120,14,9,"5.42",3.1,0
93239,"Kings",2019,23,126,16,4,"2.37",3.1,0
93239,"Kings",2020,14,125,11,4,"2.6",3.1,0
93239,"Kings",2021,14,125,11,4,"2.6",3.1,0
93249,"Kern",2015,19,183,8,8,"3.67",6.8,3.2
93249,"Kern",2016,17,184,11,2,"0.93",6.8,3.2
93249,"Kern",2017,24,178,14,7,"3.14",6.8,3.2
93249,"Kern",2018,13,192,7,3,"1.4",6.8,3.2
93249,"Kern",2019,32,183,16,14,"5.71",6.8,3.2
93249,"Kern",2020,21,190,16,9,"3.81",6.8,3.2
93249,"Kern",2021,13,192,20,2,"0.88",6.8,3.2
90822,"Los Angeles",2015,0,0,0,0,"0",0,0
90822,"Los Angeles",2016,0,0,0,0,"0",0,0
90822,"Los Angeles",2017,0,0,0,0,"0",0,0
90822,"Los Angeles",2018,0,0,0,0,"0",0,0
90822,"Los Angeles",2019,0,0,0,0,"0",0,0
90822,"Los Angeles",2020,0,1,0,0,"0",0,0
90822,"Los Angeles",2021,0,1,0,0,"0",0,0
92055,"San Diego",2015,0,3,0,0,"0",75,68.8
92055,"San Diego",2016,0,4,0,0,"0",75,68.8
92055,"San Diego",2017,5,4,0,0,"0",75,68.8
92055,"San Diego",2018,0,2,1,0,"0",75,68.8
92055,"San Diego",2019,0,2,63,21,"24.42",75,68.8
92055,"San Diego",2020,0,25,1,6,"18.75",75,68.8
92055,"San Diego",2021,0,24,1,1,"3.85",75,68.8
93252,"Kern",2015,45,270,24,16,"4.51",50,30.8
93252,"Kern",2016,33,275,15,14,"4.15",50,30.8
93252,"Kern",2017,31,273,28,5,"1.48",50,30.8
93252,"Kern",2018,42,285,25,14,"3.83",50,30.8
93252,"Kern",2019,66,291,21,14,"3.57",50,30.8
93252,"Kern",2020,44,304,36,12,"3.03",50,30.8
93252,"Kern",2021,60,301,52,10,"2.36",50,30.8
93262,"Tulare",2015,0,14,0,0,"0",59.4,0.8
93262,"Tulare",2016,1,13,1,1,"6.25",59.4,0.8
93262,"Tulare",2017,2,12,0,1,"6.67",59.4,0.8
93262,"Tulare",2018,0,10,0,1,"9.09",59.4,0.8
93262,"Tulare",2019,0,11,18,2,"6.45",59.4,0.8
93262,"Tulare",2020,1,10,0,0,"0",59.4,0.8
93262,"Tulare",2021,0,11,0,0,"0",59.4,0.8
93265,"Tulare",2015,163,1576,146,50,"2.58",68,30.8
93265,"Tulare",2016,190,1538,135,71,"3.67",68,30.8
93265,"Tulare",2017,188,1504,123,50,"2.68",68,30.8
93265,"Tulare",2018,193,1508,135,52,"2.75",68,30.8
93265,"Tulare",2019,326,1387,145,192,"9.37",68,30.8
93265,"Tulare",2020,296,1481,192,155,"7.3",68,30.8
93265,"Tulare",2021,229,1533,180,143,"6.86",68,30.8
93271,"Tulare",2015,93,959,86,35,"2.98",94.2,47
93271,"Tulare",2016,120,932,75,42,"3.59",94.2,47
93271,"Tulare",2017,115,930,82,39,"3.34",94.2,47
93271,"Tulare",2018,109,913,72,39,"3.44",94.2,47
93271,"Tulare",2019,133,905,120,63,"5.16",94.2,47
93271,"Tulare",2020,125,934,78,45,"3.81",94.2,47
93271,"Tulare",2021,110,934,85,64,"5.36",94.2,47
90401,"Los Angeles",2015,17,159,8,9,"4.66",0,0
90401,"Los Angeles",2016,14,148,17,2,"1.1",0,0
90401,"Los Angeles",2017,17,149,15,3,"1.63",0,0
90401,"Los Angeles",2018,17,141,14,4,"2.27",0,0
90401,"Los Angeles",2019,24,151,24,6,"2.93",0,0
90401,"Los Angeles",2020,17,155,17,3,"1.56",0,0
90401,"Los Angeles",2021,22,150,18,6,"3.06",0,0
96085,"Siskiyou",2015,2,24,2,0,"0",97.8,79.7
96085,"Siskiyou",2016,0,24,0,0,"0",97.8,79.7
96085,"Siskiyou",2017,1,22,1,2,"7.69",97.8,79.7
96085,"Siskiyou",2018,6,24,3,1,"2.94",97.8,79.7
96085,"Siskiyou",2019,5,23,2,1,"3.23",97.8,79.7
96085,"Siskiyou",2020,1,23,1,2,"7.41",97.8,79.7
96085,"Siskiyou",2021,1,20,2,4,"14.81",97.8,79.7
95503,"Humboldt",2015,850,7529,615,152,"1.66",0.5,0
95503,"Humboldt",2016,767,7630,590,150,"1.64",0.5,0
95503,"Humboldt",2017,805,7624,627,159,"1.73",0.5,0
95503,"Humboldt",2018,864,7604,682,155,"1.67",0.5,0
95503,"Humboldt",2019,874,7592,612,203,"2.19",0.5,0
95503,"Humboldt",2020,871,7706,666,145,"1.54",0.5,0
95503,"Humboldt",2021,798,7806,691,129,"1.37",0.5,0
95525,"Humboldt",2015,34,494,25,12,"2.12",18.9,5.9
95525,"Humboldt",2016,32,488,29,11,"1.96",18.9,5.9
95525,"Humboldt",2017,49,482,35,9,"1.57",18.9,5.9
95525,"Humboldt",2018,55,484,44,10,"1.69",18.9,5.9
95525,"Humboldt",2019,36,483,32,9,"1.61",18.9,5.9
95525,"Humboldt",2020,47,488,36,12,"2.06",18.9,5.9
95525,"Humboldt",2021,54,484,52,7,"1.17",18.9,5.9
95537,"Humboldt",2015,9,76,4,1,"1.11",0,0
95537,"Humboldt",2016,14,76,5,2,"2.06",0,0
95537,"Humboldt",2017,6,82,9,0,"0",0,0
95537,"Humboldt",2018,12,81,9,0,"0",0,0
95537,"Humboldt",2019,6,90,8,0,"0",0,0
95537,"Humboldt",2020,10,87,6,0,"0",0,0
95537,"Humboldt",2021,10,90,13,1,"0.88",0,0
95573,"Humboldt",2015,46,651,41,22,"2.89",98.2,94.5
95573,"Humboldt",2016,64,629,61,31,"3.95",98.2,94.5
95573,"Humboldt",2017,61,612,43,23,"3.11",98.2,94.5
95573,"Humboldt",2018,70,622,57,18,"2.35",98.2,94.5
95573,"Humboldt",2019,97,589,51,41,"5.27",98.2,94.5
95573,"Humboldt",2020,74,609,69,36,"4.57",98.2,94.5
95573,"Humboldt",2021,46,604,59,12,"1.66",98.2,94.5
95915,"Plumas",2015,0,6,1,0,"0",57.8,24.4
95915,"Plumas",2016,0,6,0,0,"0",57.8,24.4
95915,"Plumas",2017,1,6,0,0,"0",57.8,24.4
95915,"Plumas",2018,0,8,0,0,"0",57.8,24.4
95915,"Plumas",2019,0,7,3,1,"9.09",57.8,24.4
95915,"Plumas",2020,1,4,1,2,"25",57.8,24.4
95915,"Plumas",2021,0,5,2,0,"0",57.8,24.4
95936,"Sierra",2015,11,173,13,7,"3.43",100,100
95936,"Sierra",2016,12,168,11,4,"2.05",100,100
95936,"Sierra",2017,8,168,9,2,"1.07",100,100
95936,"Sierra",2018,10,155,11,6,"3.3",100,100
95936,"Sierra",2019,36,122,8,25,"13.09",100,100
95936,"Sierra",2020,22,127,11,12,"6.98",100,100
95936,"Sierra",2021,22,132,19,4,"2.26",100,100
95945,"Nevada",2015,724,7594,643,222,"2.42",97,75.3
95945,"Nevada",2016,689,7467,544,174,"1.96",97,75.3
95945,"Nevada",2017,555,7431,556,169,"1.94",97,75.3
95945,"Nevada",2018,802,7145,589,211,"2.41",97,75.3
95945,"Nevada",2019,2230,6123,869,1130,"10.92",97,75.3
95945,"Nevada",2020,1543,6925,955,590,"5.89",97,75.3
95945,"Nevada",2021,912,7160,873,371,"3.98",97,75.3
95959,"Nevada",2015,401,6432,400,194,"2.61",97.4,78.7
95959,"Nevada",2016,521,6200,421,175,"2.39",97.4,78.7
95959,"Nevada",2017,448,6105,394,161,"2.27",97.4,78.7
95959,"Nevada",2018,665,5882,481,208,"2.87",97.4,78.7
95959,"Nevada",2019,1862,5062,625,824,"9.84",97.4,78.7
95959,"Nevada",2020,1193,5960,665,389,"4.74",97.4,78.7
95959,"Nevada",2021,701,5978,709,388,"4.99",97.4,78.7
95963,"Glenn",2015,412,3247,289,87,"2.16",8.1,3.6
95963,"Glenn",2016,430,3265,317,96,"2.34",8.1,3.6
95963,"Glenn",2017,411,3304,307,110,"2.66",8.1,3.6
95963,"Glenn",2018,426,3309,294,89,"2.16",8.1,3.6
95963,"Glenn",2019,437,3328,340,81,"1.94",8.1,3.6
95963,"Glenn",2020,462,3355,335,65,"1.54",8.1,3.6
95963,"Glenn",2021,413,3406,335,79,"1.87",8.1,3.6
95966,"Butte",2015,955,8572,730,271,"2.57",91.7,60.5
95966,"Butte",2016,1028,8524,808,301,"2.82",91.7,60.5
95966,"Butte",2017,976,8366,803,278,"2.67",91.7,60.5
95966,"Butte",2018,1165,8478,795,265,"2.48",91.7,60.5
95966,"Butte",2019,1699,7938,1048,617,"5.46",91.7,60.5
95966,"Butte",2020,2277,7360,1349,1108,"9.16",91.7,60.5
95966,"Butte",2021,1106,8227,1039,318,"2.97",91.7,60.5
95979,"Colusa",2015,28,213,22,12,"4.36",72.5,52.6
95979,"Colusa",2016,16,214,13,7,"2.8",72.5,52.6
95979,"Colusa",2017,26,212,13,9,"3.46",72.5,52.6
95979,"Colusa",2018,24,222,13,4,"1.52",72.5,52.6
95979,"Colusa",2019,22,217,15,6,"2.31",72.5,52.6
95979,"Colusa",2020,28,235,24,3,"1.03",72.5,52.6
95979,"Colusa",2021,36,228,26,8,"2.68",72.5,52.6
95981,"Yuba",2015,9,223,10,3,"1.22",95.3,91.1
95981,"Yuba",2016,8,208,11,9,"3.81",95.3,91.1
95981,"Yuba",2017,8,194,13,5,"2.27",95.3,91.1
95981,"Yuba",2018,27,178,10,11,"4.87",95.3,91.1
95981,"Yuba",2019,46,149,21,25,"10.37",95.3,91.1
95981,"Yuba",2020,28,171,15,14,"6.14",95.3,91.1
95981,"Yuba",2021,16,170,11,10,"4.83",95.3,91.1
92210,"Riverside",2015,435,2453,322,113,"3.4",75,60.9
92210,"Riverside",2016,496,2414,364,195,"5.62",75,60.9
92210,"Riverside",2017,476,2503,338,56,"1.66",75,60.9
92210,"Riverside",2018,455,2577,334,56,"1.64",75,60.9
92210,"Riverside",2019,426,2616,341,67,"1.94",75,60.9
92210,"Riverside",2020,517,2628,456,62,"1.69",75,60.9
92210,"Riverside",2021,539,2592,431,95,"2.6",75,60.9
95037,"Santa Clara",2015,1488,11097,1063,197,"1.42",87.4,78.3
95037,"Santa Clara",2016,1363,11381,1056,183,"1.31",87.4,78.3
95037,"Santa Clara",2017,1480,11529,1103,187,"1.31",87.4,78.3
95037,"Santa Clara",2018,1460,11575,1071,198,"1.38",87.4,78.3
95037,"Santa Clara",2019,1535,11734,1112,208,"1.43",87.4,78.3
95037,"Santa Clara",2020,1572,11833,1276,243,"1.63",87.4,78.3
95037,"Santa Clara",2021,1707,11870,1433,276,"1.81",87.4,78.3
95041,"Santa Cruz",2015,10,170,8,4,"2.08",98,0
95041,"Santa Cruz",2016,13,163,6,5,"2.67",98,0
95041,"Santa Cruz",2017,10,197,5,2,"0.93",98,0
95041,"Santa Cruz",2018,18,190,19,2,"0.87",98,0
95041,"Santa Cruz",2019,18,186,13,8,"3.56",98,0
95041,"Santa Cruz",2020,22,146,7,17,"8.85",98,0
95041,"Santa Cruz",2021,25,170,19,9,"4.04",98,0
95060,"Santa Cruz",2015,1066,10991,796,264,"2.01",77.6,0.3
95060,"Santa Cruz",2016,1008,11054,783,217,"1.66",77.6,0.3
95060,"Santa Cruz",2017,1003,11072,787,192,"1.47",77.6,0.3
95060,"Santa Cruz",2018,1009,11129,808,180,"1.37",77.6,0.3
95060,"Santa Cruz",2019,1071,11062,814,187,"1.42",77.6,0.3
95060,"Santa Cruz",2020,1141,10985,917,262,"1.97",77.6,0.3
95060,"Santa Cruz",2021,1089,11042,922,269,"2.02",77.6,0.3
95064,"Santa Cruz",2015,11,122,8,1,"0.7",98,0
95064,"Santa Cruz",2016,4,122,8,2,"1.47",98,0
95064,"Santa Cruz",2017,4,118,6,0,"0",98,0
95064,"Santa Cruz",2018,12,115,15,0,"0",98,0
95064,"Santa Cruz",2019,4,113,6,0,"0",98,0
95064,"Santa Cruz",2020,8,106,7,3,"2.42",98,0
95064,"Santa Cruz",2021,7,107,6,1,"0.83",98,0
95076,"Santa Cruz",2015,1533,15115,1159,322,"1.78",31.8,1.1
95076,"Santa Cruz",2016,1445,15212,1080,332,"1.84",31.8,1.1
95076,"Santa Cruz",2017,1504,15158,1143,331,"1.83",31.8,1.1
95076,"Santa Cruz",2018,1464,15259,1166,243,"1.34",31.8,1.1
95076,"Santa Cruz",2019,1514,15326,1157,304,"1.66",31.8,1.1
95076,"Santa Cruz",2020,1375,15366,1152,264,"1.45",31.8,1.1
95076,"Santa Cruz",2021,1304,15415,1196,292,"1.6",31.8,1.1
95117,"Santa Clara",2015,397,3674,342,53,"1.19",0,0
95117,"Santa Clara",2016,391,3708,324,57,"1.27",0,0
95117,"Santa Clara",2017,390,3684,347,55,"1.23",0,0
95117,"Santa Clara",2018,407,3666,353,46,"1.03",0,0
95117,"Santa Clara",2019,376,3719,336,29,"0.65",0,0
95117,"Santa Clara",2020,405,3688,346,38,"0.85",0,0
95117,"Santa Clara",2021,425,3676,403,56,"1.23",0,0
95140,"Santa Clara",2015,16,95,11,10,"7.58",73.6,11.2
95140,"Santa Clara",2016,17,95,9,6,"4.72",73.6,11.2
95140,"Santa Clara",2017,8,97,5,1,"0.9",73.6,11.2
95140,"Santa Clara",2018,14,99,7,2,"1.64",73.6,11.2
95140,"Santa Clara",2019,12,102,9,1,"0.81",73.6,11.2
95140,"Santa Clara",2020,14,105,10,5,"3.73",73.6,11.2
95140,"Santa Clara",2021,11,98,14,6,"4.65",73.6,11.2
95210,"San Joaquin",2015,1110,7172,845,245,"2.61",30.1,0
95210,"San Joaquin",2016,1149,7259,888,248,"2.6",30.1,0
95210,"San Joaquin",2017,1091,7255,861,236,"2.5",30.1,0
95210,"San Joaquin",2018,1109,7220,867,189,"2.01",30.1,0
95210,"San Joaquin",2019,1085,7302,804,223,"2.37",30.1,0
95210,"San Joaquin",2020,976,7377,809,171,"1.83",30.1,0
95210,"San Joaquin",2021,1088,7365,871,226,"2.37",30.1,0
95211,"San Joaquin",2015,0,1,0,0,"0",0,0
95211,"San Joaquin",2016,1,1,0,0,"0",0,0
95211,"San Joaquin",2017,2,1,0,0,"0",0,0
95211,"San Joaquin",2018,0,0,0,0,"0",0,0
95211,"San Joaquin",2019,0,1,1,1,"33.33",0,0
95211,"San Joaquin",2020,0,3,0,0,"0",0,0
95211,"San Joaquin",2021,0,2,0,0,"0",0,0
95219,"San Joaquin",2015,916,6641,726,160,"1.9",0,0
95219,"San Joaquin",2016,948,6708,809,145,"1.68",0,0
95219,"San Joaquin",2017,922,6719,793,110,"1.29",0,0
95219,"San Joaquin",2018,851,6731,757,131,"1.55",0,0
95219,"San Joaquin",2019,926,6727,738,112,"1.32",0,0
95219,"San Joaquin",2020,917,6737,792,108,"1.26",0,0
95219,"San Joaquin",2021,1127,6796,778,171,"1.93",0,0
95220,"San Joaquin",2015,201,1545,152,50,"2.57",0.8,0
95220,"San Joaquin",2016,180,1551,137,56,"2.91",0.8,0
95220,"San Joaquin",2017,199,1534,135,52,"2.71",0.8,0
95220,"San Joaquin",2018,208,1547,160,68,"3.43",0.8,0
95220,"San Joaquin",2019,219,1538,157,43,"2.2",0.8,0
95220,"San Joaquin",2020,212,1565,157,40,"2.03",0.8,0
95220,"San Joaquin",2021,243,1566,160,52,"2.57",0.8,0
91024,"Los Angeles",2015,304,3062,225,59,"1.62",100,98.5
91024,"Los Angeles",2016,274,3092,214,50,"1.38",100,98.5
91024,"Los Angeles",2017,265,3113,201,34,"0.94",100,98.5
91024,"Los Angeles",2018,304,3106,244,52,"1.4",100,98.5
91024,"Los Angeles",2019,303,3079,215,73,"1.99",100,98.5
91024,"Los Angeles",2020,361,3093,260,54,"1.43",100,98.5
91024,"Los Angeles",2021,359,3121,321,63,"1.63",100,98.5
92354,"San Bernardino",2015,560,4113,471,98,"1.87",91.5,88.7
92354,"San Bernardino",2016,501,4140,417,102,"1.98",91.5,88.7
92354,"San Bernardino",2017,552,4094,402,87,"1.69",91.5,88.7
92354,"San Bernardino",2018,515,4122,395,105,"2.04",91.5,88.7
92354,"San Bernardino",2019,600,4140,440,148,"2.78",91.5,88.7
92354,"San Bernardino",2020,640,4176,432,105,"1.96",91.5,88.7
92354,"San Bernardino",2021,815,4176,530,182,"3.19",91.5,88.7
91046,"Los Angeles",2015,0,1,0,0,"0",100,100
91046,"Los Angeles",2016,0,0,0,0,"0",100,100
91046,"Los Angeles",2017,0,0,0,0,"0",100,100
91046,"Los Angeles",2018,0,0,0,0,"0",100,100
91046,"Los Angeles",2019,0,0,56,9,"13.85",100,100
91046,"Los Angeles",2020,0,0,0,0,"0",100,100
91046,"Los Angeles",2021,0,0,0,0,"0",100,100
93004,"Ventura",2015,809,7257,588,146,"1.66",47,0
93004,"Ventura",2016,785,7309,593,114,"1.3",47,0
93004,"Ventura",2017,797,7381,615,102,"1.15",47,0
93004,"Ventura",2018,894,7413,675,100,"1.1",47,0
93004,"Ventura",2019,824,7550,629,99,"1.09",47,0
93004,"Ventura",2020,836,7623,680,116,"1.25",47,0
93004,"Ventura",2021,846,7569,742,141,"1.52",47,0
93203,"Kern",2015,384,2542,241,77,"2.37",4.3,1.2
93203,"Kern",2016,416,2687,290,67,"1.94",4.3,1.2
93203,"Kern",2017,387,2728,265,86,"2.48",4.3,1.2
93203,"Kern",2018,471,2787,291,59,"1.64",4.3,1.2
93203,"Kern",2019,609,2801,401,106,"2.71",4.3,1.2
93203,"Kern",2020,425,2922,269,135,"3.6",4.3,1.2
93203,"Kern",2021,566,2858,345,217,"5.44",4.3,1.2
90266,"Los Angeles",2015,1003,10641,910,151,"1.19",0,0
90266,"Los Angeles",2016,1033,10594,842,204,"1.61",0,0
90266,"Los Angeles",2017,1039,10589,890,152,"1.2",0,0
90266,"Los Angeles",2018,969,10632,829,119,"0.95",0,0
90266,"Los Angeles",2019,1010,10634,901,128,"1.01",0,0
90266,"Los Angeles",2020,1075,10607,939,127,"1",0,0
90266,"Los Angeles",2021,1188,10552,1109,162,"1.25",0,0
93210,"Fresno",2015,285,2625,188,65,"2.06",88.2,79.7
93210,"Fresno",2016,286,2670,197,65,"2.02",88.2,79.7
93210,"Fresno",2017,338,2690,259,69,"2.06",88.2,79.7
93210,"Fresno",2018,381,2689,272,40,"1.18",88.2,79.7
93210,"Fresno",2019,425,2730,303,68,"1.93",88.2,79.7
93210,"Fresno",2020,403,2795,309,64,"1.79",88.2,79.7
93210,"Fresno",2021,381,2766,317,85,"2.4",88.2,79.7
93220,"Kern",2015,0,1,0,0,"0",43.7,24
93220,"Kern",2016,1,1,0,0,"0",43.7,24
93220,"Kern",2017,1,3,0,0,"0",43.7,24
93220,"Kern",2018,0,3,0,0,"0",43.7,24
93220,"Kern",2019,0,3,11,0,"0",43.7,24
93220,"Kern",2020,0,1,0,0,"0",43.7,24
93220,"Kern",2021,0,1,0,0,"0",43.7,24
93238,"Kern",2015,84,798,61,19,"1.98",98.9,91.9
93238,"Kern",2016,86,795,64,23,"2.38",98.9,91.9
93238,"Kern",2017,82,796,61,19,"1.98",98.9,91.9
93238,"Kern",2018,111,784,77,27,"2.7",98.9,91.9
93238,"Kern",2019,113,767,68,40,"4.05",98.9,91.9
93238,"Kern",2020,101,790,82,23,"2.31",98.9,91.9
93238,"Kern",2021,100,790,92,25,"2.48",98.9,91.9
92102,"San Diego",2015,818,5696,539,192,"2.65",0,0
92102,"San Diego",2016,749,5862,535,183,"2.5",0,0
92102,"San Diego",2017,748,5871,528,155,"2.12",0,0
92102,"San Diego",2018,754,5891,548,165,"2.24",0,0
92102,"San Diego",2019,744,5927,610,189,"2.53",0,0
92102,"San Diego",2020,740,5937,614,135,"1.82",0,0
92102,"San Diego",2021,875,5896,671,167,"2.19",0,0
95258,"San Joaquin",2015,139,1168,111,34,"2.34",0,0
95258,"San Joaquin",2016,129,1188,97,25,"1.74",0,0
95258,"San Joaquin",2017,138,1198,131,16,"1.08",0,0
95258,"San Joaquin",2018,125,1189,103,25,"1.73",0,0
95258,"San Joaquin",2019,115,1187,110,19,"1.33",0,0
95258,"San Joaquin",2020,124,1203,104,17,"1.17",0,0
95258,"San Joaquin",2021,144,1196,134,22,"1.47",0,0
95304,"San Joaquin",2015,400,2669,282,72,"2.1",32.9,1.8
95304,"San Joaquin",2016,476,2722,346,73,"2.02",32.9,1.8
95304,"San Joaquin",2017,396,2777,322,75,"2.1",32.9,1.8
95304,"San Joaquin",2018,423,2759,335,77,"2.14",32.9,1.8
95304,"San Joaquin",2019,415,2828,323,42,"1.16",32.9,1.8
95304,"San Joaquin",2020,445,2988,345,56,"1.46",32.9,1.8
95304,"San Joaquin",2021,453,3031,367,69,"1.76",32.9,1.8
95306,"Mariposa",2015,40,243,22,7,"2.24",99.7,92
95306,"Mariposa",2016,20,253,18,3,"1.02",99.7,92
95306,"Mariposa",2017,36,251,24,5,"1.58",99.7,92
95306,"Mariposa",2018,40,259,20,4,"1.24",99.7,92
95306,"Mariposa",2019,53,262,36,13,"3.57",99.7,92
95306,"Mariposa",2020,46,259,31,20,"5.62",99.7,92
95306,"Mariposa",2021,54,281,23,13,"3.5",99.7,92
95311,"Mariposa",2015,55,695,60,26,"3.11",99,97.6
95311,"Mariposa",2016,58,666,43,33,"4.12",99,97.6
95311,"Mariposa",2017,49,648,38,29,"3.8",99,97.6
95311,"Mariposa",2018,63,640,42,27,"3.5",99,97.6
95311,"Mariposa",2019,143,541,54,111,"13.07",99,97.6
95311,"Mariposa",2020,135,537,82,70,"8.5",99,97.6
95311,"Mariposa",2021,80,564,80,39,"5.11",99,97.6
